Land_ID,District,Taluk,Village,Survey_No,Extent_Hectares,Area_Sqft,Soil_pH,No_of_Owners,Ownership_Type,Land_Type,Soil_Type,Flood_Risk,Water_Availability,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Acquisition_Days,Delay_Status,Delay_Risk_Band,latitude,longitude,Source_Reference
ACQ_SYN_007136,Thoothukudi,Thoothukudi,Sriperumbudur 14,236/927,3.2719,352179.84,7.8,9,Joint,Forest,Urban Fill,No,No,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,373.0,Delayed,High,8.778119443321568,78.04061687268702,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007137,Krishnagiri,Krishnagiri,Oragadam 3,277/1086,7.4643,803450.89,6.0,6,Joint,Coastal,Sandy,Yes,Yes,Not Available,No,No,Verification completed,Yes,Yes,Yes,No,59.0,No Delay,Low,12.559861778970497,78.28462815437862,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007138,Chennai,Chennai,Kallikudi 2,406/1607,19.386,2086690.13,7.2,14,Joint,Forest,Alluvial,Yes,Yes,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,13.08425823393108,80.20853423438425,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007139,Coimbatore,Coimbatore,Kallikudi 1,113/431,20.9807,2258341.57,8.0,16,Joint,Forest,Urban Fill,No,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,226.0,Delayed,High,11.06773612409769,76.99796922734899,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007140,Krishnagiri,Krishnagiri,Nandambakkam 13,152/589,3.778,406656.05,8.7,10,Joint,Coastal,Saline,Yes,No,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,183.0,Delayed,High,12.55940595781396,78.19897582744522,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007141,Tirunelveli,Tirunelveli,Nandambakkam 11,89/346,14.3711,1546895.38,6.2,19,Joint,Agricultural,Loamy,No,Yes,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,322.0,Delayed,High,8.662312512045993,77.76127777024932,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007142,Coimbatore,Coimbatore,Padur 15,372/1463,17.1877,1850068.47,8.1,10,Joint,Agricultural,Black Cotton,Yes,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,22.0,No Delay,Low,11.065911403877248,76.90367447906365,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007143,Kancheepuram,Kancheepuram,Oragadam 13,483/1917,6.923,745180.28,7.1,14,Joint,Coastal,Alluvial,Yes,No,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,59.0,No Delay,Low,12.78219878447138,79.735484791387,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007144,Erode,Erode,Madhavaram 5,70/270,22.0647,2375028.41,8.8,15,Joint,Agricultural,Saline,No,Yes,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,223.0,Delayed,High,11.39213705211937,77.7477720495742,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007145,Vellore,Vellore,Padur 15,117/448,12.2741,1321178.26,7.1,7,Joint,Coastal,Urban Fill,Yes,No,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.91394884059148,79.16512720657272,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007146,Krishnagiri,Krishnagiri,Ayappan Pattinam 13,152/590,5.9528,640753.55,6.7,10,Joint,Coastal,Red Soil,Yes,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,183.0,Delayed,High,12.552837003107786,78.26267141588298,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007147,Salem,Salem,Padur 13,430/1707,14.8396,1597325.8,8.3,6,Joint,Agricultural,Black Cotton,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,123.0,Delayed,High,11.63844090386925,78.14746477166175,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007148,Coimbatore,Coimbatore,Neelambur 16,219/856,5.7414,618001.95,7.4,6,Joint,Residential,Alluvial,No,Yes,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.018343140684111,76.94751489454468,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007149,Erode,Erode,Sholinganallur 3,140/542,12.6345,1359962.04,7.0,15,Joint,Forest,Red Soil,No,No,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,393.0,Delayed,High,11.368392402002064,77.67509996733254,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007150,Namakkal,Namakkal,Samayapuram 12,159/619,22.1191,2380879.37,6.3,12,Joint,Barren,Sandy,No,Yes,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,138.0,Delayed,High,11.172335914522987,78.20379436123187,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007151,Karur,Karur,Madhavaram 12,291/1148,21.3085,2293624.27,8.5,8,Joint,Barren,Saline,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,105.0,Delayed,Medium,10.983122159539567,78.03564194255353,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007152,Chennai,Chennai,Manapakkam 5,191/743,15.8917,1710570.54,6.7,18,Joint,Commercial,Loamy,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,154.0,Delayed,High,13.10938113344293,80.23244237979992,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007153,Erode,Erode,Madhavaram 5,70/270,22.0448,2372878.5,8.9,15,Joint,Agricultural,Saline,No,Yes,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,223.0,Delayed,High,11.388053134096053,77.7468386129383,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007154,Salem,Salem,Nandambakkam 16,399/1574,11.5723,1245636.44,6.2,16,Joint,Forest,Sandy,Yes,Yes,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,158.0,Delayed,High,11.690399981543866,78.14853432295219,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007155,Vellore,Vellore,Pammalur 8,206/811,16.5573,1782213.21,7.7,12,Joint,Industrial,Urban Fill,No,No,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,348.0,Delayed,High,12.8997936178379,79.1113459862435,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007156,Coimbatore,Coimbatore,Neelambur 1,127/493,11.3307,1219624.4,7.5,10,Joint,Agricultural,Alluvial,Yes,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.045096195613151,76.91750942869014,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007157,Cuddalore,Cuddalore,Nandambakkam 11,358/1398,5.8443,629072.41,8.7,19,Joint,Forest,Saline,No,No,Not Available,Yes,No,Verification completed,No,Yes,No,Yes,190.0,Delayed,High,11.776549329565912,79.6674516338178,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007158,Cuddalore,Cuddalore,Oragadam 17,364/1431,22.3813,2409103.22,7.4,14,Joint,Agricultural,Alluvial,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,181.0,Delayed,High,11.718342112617275,79.57027921050306,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007159,Tiruvallur,Tiruvallur,Manapakkam 14,76/298,24.8835,2678440.79,7.3,14,Joint,Agricultural,Alluvial,No,No,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,139.0,Delayed,High,13.109210187829683,79.96443644296704,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007160,Karur,Karur,Pudur 19,33/142,18.4826,1989451.0,6.2,10,Joint,Commercial,Loamy,No,No,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,167.0,Delayed,High,10.985220306675131,78.03032465544416,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007161,Tirunelveli,Tirunelveli,Oragadam 5,21/88,5.6283,605824.01,7.2,11,Joint,Industrial,Urban Fill,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,140.0,Delayed,High,8.751521235080109,77.77317809994075,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007162,Coimbatore,Coimbatore,Ayappan Pattinam 8,374/1470,8.0695,868596.6,6.6,8,Joint,Residential,Loamy,Yes,Yes,Available,No,No,To be paid,Yes,Yes,Yes,No,193.0,Delayed,High,10.97526844931556,76.94448434691725,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007163,Thoothukudi,Thoothukudi,Nandambakkam 6,305/1201,8.551,920426.62,7.8,9,Joint,Forest,Black Cotton,Yes,Yes,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,499.0,Delayed,High,8.736837056177896,78.05812998913346,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007164,Cuddalore,Cuddalore,Nandambakkam 18,386/1520,4.4309,476938.23,6.3,13,Joint,Residential,Sandy,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,199.0,Delayed,High,11.72853975143983,79.64598930674978,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007165,Thoothukudi,Thoothukudi,Padur 19,305/1203,7.2485,780218.09,6.5,9,Joint,Industrial,Loamy,Yes,Yes,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,499.0,Delayed,High,8.701699434485722,78.05606729282373,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007166,Kancheepuram,Kancheepuram,Siruseri 5,197/771,5.992,644971.3,7.5,18,Joint,Agricultural,Alluvial,No,No,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,143.0,Delayed,High,12.82518846521887,79.72355704103757,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007167,Villupuram,Villupuram,Kelambakkam 5,287/1132,18.2819,1967847.62,8.1,9,Joint,Coastal,Black Cotton,Yes,No,Available,No,No,Verification completed,Yes,Yes,Yes,No,85.0,Delayed,Medium,11.99404320096513,79.53197700216305,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007168,Tiruchirappalli,Tiruchirappalli,Manapakkam 16,355/1387,15.9277,1714443.45,6.8,10,Joint,Forest,Red Soil,Yes,Yes,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,189.0,Delayed,High,10.804416008821272,78.73633595575002,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007169,Kancheepuram,Kancheepuram,Samayapuram 6,196/766,6.173,664454.91,8.3,10,Joint,Barren,Saline,No,No,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,357.0,Delayed,High,12.881076723383712,79.7000448773442,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007170,Cuddalore,Cuddalore,Neelambur 5,444/1757,7.7712,836489.19,6.6,10,Joint,Industrial,Sandy,No,Yes,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,0.0,No Delay,Low,11.740759707337196,79.6287719367991,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007171,Cuddalore,Cuddalore,Sholinganallur 2,436/1727,7.4667,803708.8,6.2,7,Joint,Agricultural,Sandy,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,0.0,No Delay,Low,11.75582159081034,79.68123475307463,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007172,Villupuram,Villupuram,Oragadam 10,389/1537,15.5393,1672640.89,7.2,7,Joint,Agricultural,Urban Fill,No,No,Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,501.0,Delayed,High,11.976790112004558,79.51847712206327,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007173,Kancheepuram,Kancheepuram,Manapakkam 3,480/1905,13.0864,1408605.44,7.2,12,Joint,Residential,Alluvial,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,1.0,No Delay,Low,12.809158623525455,79.70271257298583,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007174,Chennai,Chennai,Neelambur 14,193/750,3.6034,387865.13,7.2,11,Joint,Coastal,Alluvial,Yes,Yes,Not Available,Yes,No,Withheld pending court,No,Yes,No,Yes,62.0,Delayed,Medium,13.111334207084685,80.21893551973042,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007175,Thoothukudi,Thoothukudi,Manapakkam 16,56/219,11.675,1256688.97,9.0,17,Joint,Forest,Saline,No,No,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,0.0,No Delay,Low,8.7119799548051,78.1163162945434,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007176,Thoothukudi,Thoothukudi,Sriperumbudur 1,237/930,17.8206,1918194.2,6.5,12,Joint,Industrial,Sandy,Yes,Yes,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,157.0,Delayed,High,8.734825709128097,78.02353386970653,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007177,Karur,Karur,Siruseri 13,365/1432,24.8197,2671568.24,6.6,7,Joint,Residential,Loamy,No,Yes,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.926176372720246,77.9904794363143,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007178,Cuddalore,Cuddalore,Samayapuram 16,380/1496,6.9438,747423.48,6.2,14,Joint,Residential,Sandy,No,No,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.799254783552804,79.61595766275715,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007179,Chennai,Chennai,Neelambur 20,192/746,16.373,1762369.68,7.4,8,Joint,Residential,Urban Fill,No,No,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,13.056912474156247,80.25088901910253,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007180,Erode,Erode,Perungalathur 17,144/562,13.55,1458509.13,6.5,14,Joint,Coastal,Loamy,Yes,Yes,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.28505035635724,77.70766665976006,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007181,Coimbatore,Coimbatore,Oragadam 7,219/855,17.7331,1908770.73,6.5,6,Joint,Industrial,Loamy,No,No,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,0.0,No Delay,Low,11.042980925222782,76.91359312100609,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007182,Villupuram,Villupuram,Neelambur 5,391/1543,11.8391,1274346.4,6.3,20,Joint,Forest,Sandy,No,No,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,285.0,Delayed,High,11.921053459378502,79.45566072689661,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007183,Karur,Karur,Sholinganallur 11,27/117,11.3616,1222954.83,6.7,14,Joint,Coastal,Red Soil,Yes,No,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,0.0,No Delay,Low,10.9344128882794,78.0939002124572,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007184,Namakkal,Namakkal,Kelambakkam 14,161/630,10.4001,1119456.37,6.6,7,Joint,Coastal,Loamy,Yes,No,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,41.0,No Delay,Low,11.195258626395198,78.23031964649512,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007185,Vellore,Vellore,Thogamalai 13,116/442,4.6453,500020.02,6.3,9,Joint,Coastal,Sandy,Yes,No,Not Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,0.0,No Delay,Low,12.953754631549325,79.19120950315322,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007186,Villupuram,Villupuram,Oragadam 9,392/1547,7.0684,760836.87,8.8,7,Joint,Residential,Saline,No,Yes,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,149.0,Delayed,High,11.982672964530169,79.48056854927596,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007187,Kancheepuram,Kancheepuram,Thogamalai 13,229/902,7.2937,785090.84,7.0,6,Joint,Coastal,Urban Fill,Yes,No,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,89.0,Delayed,Medium,12.808091661810584,79.7951272631644,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007188,Tirunelveli,Tirunelveli,Madhavaram 15,39/167,22.4496,2416453.86,7.5,15,Joint,Agricultural,Alluvial,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,81.0,Delayed,Medium,8.691664372321679,77.70001211363247,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007189,Coimbatore,Coimbatore,Oragadam 17,129/503,11.2941,1215682.12,6.0,18,Joint,Barren,Sandy,Yes,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,128.0,Delayed,High,10.97348331706051,76.93826638845405,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007190,Salem,Salem,Padur 14,20/86,16.2973,1754226.19,7.8,9,Joint,Commercial,Black Cotton,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,84.0,Delayed,Medium,11.639424428873358,78.14061029264886,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007191,Thoothukudi,Thoothukudi,Kelambakkam 16,232/913,24.2748,2612923.07,6.4,13,Joint,Residential,Loamy,Yes,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,54.0,No Delay,Low,8.782884389208863,78.05220420221825,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007192,Kancheepuram,Kancheepuram,Kallikudi 19,483/1915,18.0678,1944800.66,8.3,14,Joint,Forest,Saline,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,59.0,No Delay,Low,12.820870177269622,79.7443387882047,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007193,Krishnagiri,Krishnagiri,Siruseri 12,277/1089,14.0107,1508101.8,7.6,6,Joint,Barren,Alluvial,Yes,Yes,Not Available,No,No,Verification completed,Yes,Yes,Yes,No,59.0,No Delay,Low,12.509677416806175,78.22064407929453,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007194,Thanjavur,Thanjavur,Sholinganallur 6,421/1669,12.0787,1300145.24,7.7,11,Joint,Industrial,Black Cotton,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,110.0,Delayed,Medium,10.81034316519953,79.07910288729573,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007195,Cuddalore,Cuddalore,Nandambakkam 7,364/1426,15.2999,1646867.63,6.0,14,Joint,Coastal,Sandy,Yes,No,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,181.0,Delayed,High,11.775235724278463,79.6079375661241,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007196,Namakkal,Namakkal,Samayapuram 9,427/1695,11.4328,1230616.27,7.5,11,Joint,Barren,Urban Fill,Yes,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,164.0,Delayed,High,11.249868078941606,78.24374070942116,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007197,Krishnagiri,Krishnagiri,Neelambur 6,153/597,9.1737,987444.51,7.2,11,Joint,Forest,Alluvial,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,224.0,Delayed,High,12.537937061414825,78.21715868941378,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007198,Thoothukudi,Thoothukudi,Pudur 19,462/1826,8.5791,923445.23,6.8,15,Joint,Coastal,Red Soil,Yes,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,172.0,Delayed,High,8.816143234402098,78.05606439045967,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007199,Thanjavur,Thanjavur,Siruseri 5,119/458,10.9208,1175508.92,7.6,13,Joint,Commercial,Black Cotton,No,Yes,Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,160.0,Delayed,High,10.730828680847427,79.16261261082607,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007200,Tiruchirappalli,Tiruchirappalli,Nandambakkam 10,215/842,9.8337,1058492.27,8.1,5,Joint,Residential,Black Cotton,Yes,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,103.0,Delayed,Medium,10.827063591074683,78.6966099508794,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007201,Namakkal,Namakkal,Thogamalai 11,336/1308,20.0773,2161101.16,7.5,6,Joint,Barren,Alluvial,No,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,28.0,No Delay,Low,11.210064875046667,78.21317511531332,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007202,Erode,Erode,Thogamalai 1,142/551,16.4451,1770132.49,8.8,12,Joint,Agricultural,Saline,Yes,Yes,Available,No,No,Verification pending,Yes,Yes,Yes,No,294.0,Delayed,High,11.379434240323398,77.65471597594168,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007203,Tiruvallur,Tiruvallur,Siruseri 8,131/508,17.4918,1882803.71,7.3,15,Joint,Barren,Urban Fill,No,No,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,0.0,No Delay,Low,13.179593545438548,79.8331796267879,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007204,Vellore,Vellore,Kallikudi 18,64/250,5.1344,552657.87,6.5,17,Joint,Forest,Loamy,Yes,Yes,Not Available,No,No,To be paid,No,Yes,No,No,0.0,No Delay,Low,12.880328434193173,79.1144088705515,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007205,Tiruchirappalli,Tiruchirappalli,Thogamalai 14,3/9,10.6044,1141446.54,7.1,16,Joint,Residential,Urban Fill,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,44.0,No Delay,Low,10.803821639287024,78.66700968336363,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007206,Karur,Karur,Karanai 4,246/962,14.2804,1537125.42,6.6,18,Joint,Agricultural,Red Soil,No,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,159.0,Delayed,High,11.011060095050912,78.02923656045915,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007207,Chengalpattu,Chengalpattu,Samayapuram 20,478/1894,7.3404,790119.21,7.1,16,Joint,Barren,Red Soil,No,Yes,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,86.0,Delayed,Medium,12.687160192258125,79.93332948725964,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007208,Coimbatore,Coimbatore,Kelambakkam 10,111/423,15.0594,1620980.86,8.1,10,Joint,Forest,Black Cotton,Yes,Yes,Not Available,No,No,To be paid,No,Yes,No,No,137.0,Delayed,High,11.004864321435113,76.98893216863003,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007209,Coimbatore,Coimbatore,Thogamalai 8,216/845,6.3152,679764.67,8.4,9,Joint,Industrial,Saline,No,Yes,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,0.0,No Delay,Low,10.978493428106116,76.91617881896866,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007210,Coimbatore,Coimbatore,Pammalur 17,454/1796,22.1273,2381757.71,7.3,20,Joint,Industrial,Alluvial,No,Yes,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,494.0,Delayed,High,11.036524955127938,76.94598811972358,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007211,Coimbatore,Coimbatore,Manapakkam 3,377/1483,15.7653,1696963.01,6.7,8,Joint,Commercial,Red Soil,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,31.0,No Delay,Low,11.040939586400052,76.9447139146854,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007212,Tiruchirappalli,Tiruchirappalli,Sriperumbudur 18,3/8,7.7634,835641.29,7.0,16,Joint,Agricultural,Alluvial,No,No,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,44.0,No Delay,Low,10.783784940230976,78.7595092324378,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007213,Karur,Karur,Manapakkam 12,246/961,19.1928,2065892.7,7.3,18,Joint,Industrial,Alluvial,No,No,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,159.0,Delayed,High,10.975121269942989,78.06473929912133,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007214,Erode,Erode,Siruseri 11,71/275,23.9973,2583045.21,8.5,20,Joint,Coastal,Saline,Yes,Yes,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,231.0,Delayed,High,11.375507006265613,77.74859876587587,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007215,Coimbatore,Coimbatore,Sholinganallur 8,123/475,7.4714,804210.55,7.0,10,Joint,Coastal,Urban Fill,Yes,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,370.0,Delayed,High,11.021434558634862,76.93310730180015,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007216,Coimbatore,Coimbatore,Kallikudi 14,123/473,11.216,1207282.92,7.5,10,Joint,Barren,Black Cotton,Yes,Yes,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,370.0,Delayed,High,10.956956709821014,77.00957460541001,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007217,Thanjavur,Thanjavur,Siruseri 19,298/1176,18.1428,1952871.76,6.1,14,Joint,Residential,Loamy,Yes,Yes,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,51.0,No Delay,Low,10.732533502154649,79.10088427418836,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007218,Ranipet,Ranipet,Sholinganallur 14,100/382,11.9172,1282753.07,7.8,8,Joint,Industrial,Black Cotton,No,No,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,0.0,No Delay,Low,12.937437546238453,79.34595145015771,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007219,Coimbatore,Coimbatore,Sholinganallur 6,124/484,24.271,2612509.79,6.2,14,Joint,Industrial,Sandy,No,Yes,Not Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,11.0,No Delay,Low,10.982045220872614,76.9247094871052,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007220,Coimbatore,Coimbatore,Kelambakkam 2,114/434,18.9941,2044511.32,8.4,15,Joint,Agricultural,Saline,No,Yes,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,197.0,Delayed,High,11.058503410269326,76.99626388575054,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007221,Karur,Karur,Sriperumbudur 6,176/685,8.9265,960844.52,6.7,5,Joint,Commercial,Loamy,No,No,Not Available,No,No,Verification completed,Yes,Yes,No,No,233.0,Delayed,High,10.97145128711754,78.08543451298614,AcquiSight 20K Synthetic Augmented Dataset
ACQ_SYN_007222,Chengalpattu,Chengalpattu,Kelambakkam 1,321/1259,3.4838,374996.11,7.9,15,Joint,Barren,Black Cotton,No,Yes,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,232.0,Delayed,High,12.733663061641405,79.9956192380612,AcquiSight 20K Synthetic Augmented Dataset
