parcel_id,la_case_id,village_name,tehsil,district,state,area_ha,land_use_type,soil_class,irrigation_status,market_value_per_ha_inr,compensation_rate_per_ha_inr,latitude,longitude
1016,259,Kelambakkam 3,Erode,Erode,Tamil Nadu,15.48,Industrial,Saline,Non-Irrigated,13696353,15275596,11.3622,77.74196
1017,259,Samayapuram 2,Erode,Erode,Tamil Nadu,8.66,Forest,Sandy,Irrigated,9250267,9907362,11.31975,77.69264
1018,260,Manapakkam 7,Erode,Erode,Tamil Nadu,11.16,Barren,Alluvial,Partly Irrigated,14897213,18121306,11.29654,77.67202
1019,260,Pammalur 3,Erode,Erode,Tamil Nadu,9.06,Agricultural,Saline,Non-Irrigated,17027520,22390699,11.35813,77.72162
1020,260,Pudur 4,Erode,Erode,Tamil Nadu,20.03,Coastal,Red Soil,Irrigated,16678665,20368244,11.29937,77.69805
1021,260,Pammalur 20,Erode,Erode,Tamil Nadu,10.81,Coastal,Urban Fill,Irrigated,14006546,15803739,11.39975,77.70713
1022,261,Sriperumbudur 14,Erode,Erode,Tamil Nadu,4.14,Industrial,Saline,Irrigated,13511614,14273638,11.3969,77.75102
1023,261,Pudur 3,Erode,Erode,Tamil Nadu,16.52,Barren,Sandy,Non-Irrigated,16724503,20117783,11.295,77.66878
1024,261,Samayapuram 8,Erode,Erode,Tamil Nadu,18.73,Residential,Urban Fill,Non-Irrigated,16964482,21435038,11.30804,77.75083
1025,261,Neelambur 11,Erode,Erode,Tamil Nadu,16.0,Coastal,Loamy,Irrigated,19608714,25052118,11.30052,77.70365
1026,261,Madhavaram 17,Erode,Erode,Tamil Nadu,6.53,Agricultural,Black Cotton,Irrigated,14102358,16272483,11.31116,77.77144
1027,261,Padur 8,Erode,Erode,Tamil Nadu,10.4,Agricultural,Loamy,Irrigated,10584115,12231573,11.38128,77.77316
1028,262,Samayapuram 3,Erode,Erode,Tamil Nadu,20.49,Forest,Red Soil,Irrigated,8655592,11637954,11.39311,77.73832
1029,262,Ayappan Pattinam 17,Erode,Erode,Tamil Nadu,14.49,Residential,Urban Fill,Non-Irrigated,15557277,20285167,11.37353,77.68369
1030,262,Pammalur 1,Erode,Erode,Tamil Nadu,14.96,Residential,Loamy,Irrigated,18437672,23568362,11.37018,77.68659
1031,262,Oragadam 9,Erode,Erode,Tamil Nadu,19.7,Industrial,Urban Fill,Irrigated,15951817,20528029,11.2841,77.76252
1032,263,Kelambakkam 20,Erode,Erode,Tamil Nadu,21.49,Commercial,Red Soil,Irrigated,11053171,13934529,11.38283,77.72649
1033,263,Nandambakkam 20,Erode,Erode,Tamil Nadu,20.2,Commercial,Red Soil,Non-Irrigated,11151824,12031245,11.38447,77.65411
1034,263,Siruseri 7,Erode,Erode,Tamil Nadu,13.3,Coastal,Sandy,Irrigated,7329284,8896866,11.38974,77.75538
1035,263,Perungalathur 5,Erode,Erode,Tamil Nadu,15.64,Forest,Urban Fill,Non-Irrigated,10813823,11552529,11.37652,77.66602
1036,264,Nandambakkam 15,Erode,Erode,Tamil Nadu,14.23,Residential,Urban Fill,Non-Irrigated,31138326,34673695,11.3451,77.73967
1037,264,Pudur 8,Erode,Erode,Tamil Nadu,12.96,Industrial,Red Soil,Partly Irrigated,33329681,42812314,11.38716,77.75506
1038,264,Sholinganallur 1,Erode,Erode,Tamil Nadu,20.65,Agricultural,Black Cotton,Non-Irrigated,77058212,96745443,11.32614,77.74831
1039,264,Kallikudi 14,Erode,Erode,Tamil Nadu,23.57,Forest,Saline,Irrigated,30240994,36617224,11.36964,77.71406
1040,265,Pudur 5,Erode,Erode,Tamil Nadu,18.62,Coastal,Saline,Irrigated,52949766,60721631,11.36621,77.70549
1041,265,Sriperumbudur 6,Erode,Erode,Tamil Nadu,24.27,Barren,Urban Fill,Irrigated,55586752,74281529,11.33097,77.72893
1042,266,Thogamalai 20,Erode,Erode,Tamil Nadu,20.83,Commercial,Black Cotton,Partly Irrigated,20981523,25581276,11.36278,77.68969
1043,266,Padur 2,Erode,Erode,Tamil Nadu,3.25,Commercial,Red Soil,Irrigated,12862778,13676422,11.34382,77.70464
1044,267,Thogamalai 15,Erode,Erode,Tamil Nadu,18.08,Industrial,Sandy,Partly Irrigated,18195953,24174865,11.32829,77.72198
1045,267,Madhavaram 14,Erode,Erode,Tamil Nadu,22.38,Coastal,Alluvial,Partly Irrigated,7593786,10189144,11.31427,77.7421
1046,267,Kelambakkam 2,Erode,Erode,Tamil Nadu,19.0,Commercial,Sandy,Non-Irrigated,14686732,16327343,11.39218,77.7255
1047,267,Manapakkam 8,Erode,Erode,Tamil Nadu,24.3,Coastal,Loamy,Irrigated,14707344,17664385,11.3891,77.67109
1048,268,Nandambakkam 20,Erode,Erode,Tamil Nadu,14.79,Industrial,Loamy,Irrigated,9991798,11364083,11.38732,77.65835
1049,268,Pammalur 20,Erode,Erode,Tamil Nadu,23.73,Agricultural,Red Soil,Non-Irrigated,5908566,7667078,11.40045,77.70399
1050,269,Ayappan Pattinam 8,Dharmapuri,Dharmapuri,Tamil Nadu,5.68,Coastal,Loamy,Irrigated,20799711,25809021,12.09953,78.12681
1051,269,Oragadam 19,Dharmapuri,Dharmapuri,Tamil Nadu,5.23,Coastal,Black Cotton,Non-Irrigated,10774866,14280720,12.16942,78.10599
1052,269,Ayappan Pattinam 5,Dharmapuri,Dharmapuri,Tamil Nadu,19.22,Commercial,Sandy,Non-Irrigated,14170455,16557949,12.13734,78.12308
1053,269,Sriperumbudur 7,Dharmapuri,Dharmapuri,Tamil Nadu,17.0,Coastal,Saline,Irrigated,12567364,13385007,12.0802,78.12617
1054,269,Karanai 1,Dharmapuri,Dharmapuri,Tamil Nadu,10.07,Industrial,Urban Fill,Partly Irrigated,11961217,14553294,12.08088,78.20639
1055,269,Nandambakkam 11,Dharmapuri,Dharmapuri,Tamil Nadu,21.11,Commercial,Alluvial,Irrigated,21617839,23637884,12.12638,78.10929
1056,270,Manapakkam 5,Dharmapuri,Dharmapuri,Tamil Nadu,5.49,Forest,Black Cotton,Irrigated,6039053,7711830,12.08467,78.1429
1057,270,Ayappan Pattinam 3,Dharmapuri,Dharmapuri,Tamil Nadu,8.33,Forest,Urban Fill,Partly Irrigated,13501403,14875160,12.15723,78.1261
1058,270,Kelambakkam 10,Dharmapuri,Dharmapuri,Tamil Nadu,17.14,Commercial,Urban Fill,Non-Irrigated,5034753,5726947,12.1392,78.13457
1059,271,Ayappan Pattinam 5,Dharmapuri,Dharmapuri,Tamil Nadu,13.67,Residential,Red Soil,Irrigated,56851466,69657318,12.13648,78.1335
1060,271,Samayapuram 4,Dharmapuri,Dharmapuri,Tamil Nadu,17.58,Coastal,Loamy,Non-Irrigated,51853708,55210079,12.14446,78.1999
1061,271,Siruseri 17,Dharmapuri,Dharmapuri,Tamil Nadu,19.34,Barren,Sandy,Irrigated,46561766,55899115,12.09233,78.19321
1062,271,Thogamalai 4,Dharmapuri,Dharmapuri,Tamil Nadu,22.06,Industrial,Urban Fill,Non-Irrigated,73422945,86748742,12.15204,78.17444
1063,272,Pudur 1,Dharmapuri,Dharmapuri,Tamil Nadu,12.14,Forest,Loamy,Irrigated,22215164,24091474,12.12014,78.19514
1064,272,Padur 11,Dharmapuri,Dharmapuri,Tamil Nadu,7.08,Commercial,Red Soil,Non-Irrigated,18195343,22521289,12.17307,78.18913
1065,272,Perungalathur 1,Dharmapuri,Dharmapuri,Tamil Nadu,12.91,Residential,Alluvial,Non-Irrigated,16495505,20177704,12.13243,78.1817
1066,272,Madhavaram 20,Dharmapuri,Dharmapuri,Tamil Nadu,14.78,Commercial,Black Cotton,Non-Irrigated,20918114,26148886,12.16936,78.18561
1067,272,Nandambakkam 1,Dharmapuri,Dharmapuri,Tamil Nadu,13.94,Residential,Red Soil,Irrigated,5901595,6536579,12.09856,78.14711
1068,272,Sriperumbudur 14,Dharmapuri,Dharmapuri,Tamil Nadu,3.27,Agricultural,Alluvial,Non-Irrigated,7787840,8747892,12.10947,78.15052
1069,273,Karanai 2,Dharmapuri,Dharmapuri,Tamil Nadu,8.81,Agricultural,Black Cotton,Partly Irrigated,9773481,10906068,12.10441,78.11705
1070,273,Siruseri 3,Dharmapuri,Dharmapuri,Tamil Nadu,18.17,Residential,Black Cotton,Non-Irrigated,5005422,6330384,12.08627,78.1843
1071,273,Kallikudi 7,Dharmapuri,Dharmapuri,Tamil Nadu,7.81,Barren,Loamy,Irrigated,17085347,21729358,12.1283,78.19425
1072,273,Siruseri 5,Dharmapuri,Dharmapuri,Tamil Nadu,19.09,Agricultural,Saline,Non-Irrigated,7093251,9230113,12.13614,78.11327
1073,274,Neelambur 8,Dharmapuri,Dharmapuri,Tamil Nadu,14.06,Commercial,Alluvial,Partly Irrigated,31959064,33807745,12.0883,78.14305
1074,274,Thogamalai 17,Dharmapuri,Dharmapuri,Tamil Nadu,4.25,Agricultural,Urban Fill,Partly Irrigated,38741756,47428216,12.07934,78.18738
1075,274,Sriperumbudur 10,Dharmapuri,Dharmapuri,Tamil Nadu,3.17,Residential,Alluvial,Non-Irrigated,34363670,44728607,12.1146,78.19697
1076,274,Madhavaram 6,Dharmapuri,Dharmapuri,Tamil Nadu,7.12,Industrial,Sandy,Irrigated,57624735,61663503,12.10484,78.16258
1077,274,Thogamalai 19,Dharmapuri,Dharmapuri,Tamil Nadu,24.99,Commercial,Black Cotton,Partly Irrigated,35344179,44405214,12.11761,78.15838
1078,275,Padur 19,Krishnagiri,Krishnagiri,Tamil Nadu,10.39,Commercial,Sandy,Non-Irrigated,66646019,86307594,12.49941,78.25629
1079,275,Padur 16,Krishnagiri,Krishnagiri,Tamil Nadu,18.72,Coastal,Alluvial,Partly Irrigated,32651271,42493848,12.52566,78.21378
1080,276,Ayappan Pattinam 20,Krishnagiri,Krishnagiri,Tamil Nadu,14.61,Residential,Sandy,Irrigated,11638409,14973166,12.55678,78.20664
1081,276,Oragadam 6,Krishnagiri,Krishnagiri,Tamil Nadu,16.55,Residential,Alluvial,Partly Irrigated,8946684,10594948,12.51855,78.18883
1082,276,Sholinganallur 2,Krishnagiri,Krishnagiri,Tamil Nadu,20.65,Agricultural,Saline,Partly Irrigated,22904003,30426640,12.4522,78.2367
1083,276,Sholinganallur 14,Krishnagiri,Krishnagiri,Tamil Nadu,23.3,Residential,Red Soil,Non-Irrigated,13463677,15196299,12.52841,78.17252
1084,276,Sriperumbudur 3,Krishnagiri,Krishnagiri,Tamil Nadu,16.94,Forest,Loamy,Irrigated,11176665,12805432,12.54767,78.1968
1085,277,Neelambur 19,Krishnagiri,Krishnagiri,Tamil Nadu,15.81,Commercial,Urban Fill,Irrigated,6835653,8519892,12.56705,78.20475
1086,277,Oragadam 3,Krishnagiri,Krishnagiri,Tamil Nadu,7.8,Coastal,Sandy,Irrigated,12886180,14093129,12.55269,78.24704
1087,277,Kelambakkam 4,Krishnagiri,Krishnagiri,Tamil Nadu,10.72,Residential,Urban Fill,Irrigated,8647271,11440168,12.57162,78.24135
1088,277,Samayapuram 6,Krishnagiri,Krishnagiri,Tamil Nadu,6.46,Agricultural,Sandy,Non-Irrigated,16756143,22347296,12.53889,78.16601
1089,277,Siruseri 12,Krishnagiri,Krishnagiri,Tamil Nadu,13.8,Barren,Alluvial,Irrigated,17687809,22442204,12.51234,78.24184
1090,278,Perungalathur 10,Krishnagiri,Krishnagiri,Tamil Nadu,8.04,Commercial,Red Soil,Partly Irrigated,73121046,82628023,12.52846,78.25076
1091,278,Manapakkam 15,Krishnagiri,Krishnagiri,Tamil Nadu,7.17,Commercial,Saline,Partly Irrigated,55592691,68253455,12.52171,78.25777
1092,278,Nandambakkam 9,Krishnagiri,Krishnagiri,Tamil Nadu,17.42,Industrial,Black Cotton,Partly Irrigated,45618822,53412415,12.50338,78.22153
1093,278,Perungalathur 18,Krishnagiri,Krishnagiri,Tamil Nadu,20.9,Commercial,Urban Fill,Partly Irrigated,42078718,47759283,12.55966,78.2647
1094,278,Kallikudi 8,Krishnagiri,Krishnagiri,Tamil Nadu,16.64,Agricultural,Black Cotton,Irrigated,34592226,37445628,12.56013,78.22979
1095,278,Kallikudi 10,Krishnagiri,Krishnagiri,Tamil Nadu,3.45,Coastal,Black Cotton,Partly Irrigated,69335726,82567801,12.55574,78.24051
1096,279,Karanai 4,Krishnagiri,Krishnagiri,Tamil Nadu,18.96,Commercial,Saline,Irrigated,8293015,9309657,12.55708,78.25689
1097,279,Kallikudi 3,Krishnagiri,Krishnagiri,Tamil Nadu,12.16,Barren,Loamy,Non-Irrigated,7475509,9969289,12.47658,78.1503
1098,279,Padur 16,Krishnagiri,Krishnagiri,Tamil Nadu,5.46,Commercial,Saline,Non-Irrigated,14812515,19767940,12.53025,78.20839
1099,279,Kallikudi 13,Krishnagiri,Krishnagiri,Tamil Nadu,8.86,Residential,Urban Fill,Partly Irrigated,22935486,29326933,12.53849,78.15149
1100,280,Sholinganallur 5,Krishnagiri,Krishnagiri,Tamil Nadu,9.31,Agricultural,Alluvial,Partly Irrigated,53554463,62723546,12.51439,78.18762
1101,280,Kelambakkam 18,Krishnagiri,Krishnagiri,Tamil Nadu,24.76,Coastal,Alluvial,Non-Irrigated,34859816,45852694,12.56258,78.1492
1102,280,Padur 8,Krishnagiri,Krishnagiri,Tamil Nadu,23.86,Residential,Alluvial,Irrigated,37977029,47796465,12.54025,78.20634
1103,280,Neelambur 3,Krishnagiri,Krishnagiri,Tamil Nadu,4.73,Commercial,Sandy,Irrigated,51728960,54686070,12.55255,78.20791
1104,281,Nandambakkam 11,Villupuram,Villupuram,Tamil Nadu,12.17,Coastal,Sandy,Non-Irrigated,48236316,54829269,11.96024,79.53974
1105,281,Manapakkam 6,Villupuram,Villupuram,Tamil Nadu,12.55,Coastal,Red Soil,Non-Irrigated,34674073,38550660,11.885,79.44902
1106,281,Nandambakkam 16,Villupuram,Villupuram,Tamil Nadu,3.25,Agricultural,Alluvial,Irrigated,51722906,60427973,11.91142,79.43967
1107,281,Neelambur 11,Villupuram,Villupuram,Tamil Nadu,14.75,Industrial,Black Cotton,Irrigated,38834325,48081652,11.93094,79.49265
1108,282,Padur 9,Villupuram,Villupuram,Tamil Nadu,6.41,Agricultural,Alluvial,Partly Irrigated,16639487,21473871,11.95797,79.4388
1109,282,Karanai 16,Villupuram,Villupuram,Tamil Nadu,11.23,Coastal,Red Soil,Irrigated,15320742,16238827,11.90342,79.48813
1110,282,Madhavaram 14,Villupuram,Villupuram,Tamil Nadu,15.18,Residential,Red Soil,Partly Irrigated,18333528,23529101,11.97117,79.46869
1111,282,Pudur 6,Villupuram,Villupuram,Tamil Nadu,22.03,Barren,Red Soil,Partly Irrigated,14406905,16506141,11.90633,79.48533
1112,282,Perungalathur 20,Villupuram,Villupuram,Tamil Nadu,12.53,Industrial,Sandy,Irrigated,21051659,24049523,11.97899,79.52157
1113,282,Thogamalai 13,Villupuram,Villupuram,Tamil Nadu,19.45,Forest,Sandy,Irrigated,9742816,10527871,11.89111,79.45315
1114,283,Samayapuram 16,Villupuram,Villupuram,Tamil Nadu,17.21,Industrial,Loamy,Partly Irrigated,5538807,7132463,11.99246,79.45278
1115,283,Pammalur 12,Villupuram,Villupuram,Tamil Nadu,14.39,Forest,Sandy,Irrigated,10715086,12339983,11.98688,79.51715
1116,284,Perungalathur 7,Villupuram,Villupuram,Tamil Nadu,14.17,Industrial,Alluvial,Partly Irrigated,46638518,56291783,11.88972,79.46934
1117,284,Padur 5,Villupuram,Villupuram,Tamil Nadu,13.32,Commercial,Red Soil,Partly Irrigated,40664502,48767109,11.9941,79.47383
1118,284,Samayapuram 1,Villupuram,Villupuram,Tamil Nadu,24.8,Industrial,Saline,Non-Irrigated,72861080,77652533,11.88227,79.47057
1119,284,Siruseri 8,Villupuram,Villupuram,Tamil Nadu,12.5,Forest,Sandy,Non-Irrigated,43767542,49509009,11.92413,79.49504
1120,284,Pammalur 10,Villupuram,Villupuram,Tamil Nadu,22.78,Coastal,Loamy,Partly Irrigated,50620884,64316034,11.90805,79.43265
1121,284,Ayappan Pattinam 9,Villupuram,Villupuram,Tamil Nadu,16.87,Coastal,Alluvial,Irrigated,44380579,47687751,11.94711,79.46921
1122,285,Samayapuram 14,Villupuram,Villupuram,Tamil Nadu,8.41,Barren,Sandy,Irrigated,18712237,25083522,11.90014,79.47995
1123,285,Padur 14,Villupuram,Villupuram,Tamil Nadu,22.97,Agricultural,Loamy,Non-Irrigated,15461946,19118643,11.97548,79.44399
1124,285,Madhavaram 7,Villupuram,Villupuram,Tamil Nadu,13.28,Coastal,Loamy,Partly Irrigated,13979559,17208414,11.94234,79.54279
1125,285,Kelambakkam 11,Villupuram,Villupuram,Tamil Nadu,23.22,Residential,Saline,Irrigated,11526004,14067781,11.89321,79.51755
1126,286,Samayapuram 11,Villupuram,Villupuram,Tamil Nadu,6.96,Forest,Loamy,Partly Irrigated,8672012,9591381,11.99251,79.49771
1127,286,Sholinganallur 1,Villupuram,Villupuram,Tamil Nadu,9.49,Commercial,Black Cotton,Irrigated,14437489,18670902,11.93302,79.47498
1128,286,Sholinganallur 14,Villupuram,Villupuram,Tamil Nadu,4.05,Coastal,Black Cotton,Partly Irrigated,10975306,13612824,11.93938,79.52871
1129,286,Kelambakkam 17,Villupuram,Villupuram,Tamil Nadu,10.71,Commercial,Alluvial,Non-Irrigated,18551639,20325060,11.8884,79.54142
1130,287,Madhavaram 9,Villupuram,Villupuram,Tamil Nadu,14.71,Forest,Black Cotton,Partly Irrigated,10262063,10960899,11.92383,79.47365
1131,287,Padur 14,Villupuram,Villupuram,Tamil Nadu,9.04,Residential,Red Soil,Irrigated,15926131,19900736,11.98458,79.44237
1132,287,Kelambakkam 5,Villupuram,Villupuram,Tamil Nadu,18.1,Coastal,Black Cotton,Non-Irrigated,7002335,7983788,11.99246,79.54308
1133,288,Manapakkam 8,Vellore,Vellore,Tamil Nadu,9.33,Barren,Saline,Non-Irrigated,6763396,7480866,12.93194,79.11021
1134,288,Nandambakkam 12,Vellore,Vellore,Tamil Nadu,13.51,Barren,Sandy,Irrigated,12344065,13660443,12.95761,79.13826
1135,288,Madhavaram 8,Vellore,Vellore,Tamil Nadu,5.81,Commercial,Black Cotton,Irrigated,9786186,11749022,12.88837,79.15408
1136,289,Karanai 5,Vellore,Vellore,Tamil Nadu,10.44,Barren,Urban Fill,Non-Irrigated,13077183,17108763,12.93182,79.10054
1137,289,Kelambakkam 2,Vellore,Vellore,Tamil Nadu,17.01,Industrial,Red Soil,Partly Irrigated,14299836,15038958,12.96104,79.13613
1138,289,Kallikudi 13,Vellore,Vellore,Tamil Nadu,3.05,Coastal,Sandy,Partly Irrigated,11515707,15070638,12.87712,79.15391
1139,289,Manapakkam 19,Vellore,Vellore,Tamil Nadu,19.37,Forest,Urban Fill,Irrigated,13905296,16274497,12.94491,79.08442
1140,289,Sriperumbudur 17,Vellore,Vellore,Tamil Nadu,5.94,Commercial,Alluvial,Irrigated,7210225,9246961,12.87167,79.09085
1141,290,Manapakkam 4,Vellore,Vellore,Tamil Nadu,3.26,Barren,Loamy,Irrigated,27980115,33465274,12.8753,79.11285
1142,290,Ayappan Pattinam 20,Vellore,Vellore,Tamil Nadu,18.14,Coastal,Alluvial,Partly Irrigated,53513720,58479621,12.95615,79.12622
1143,290,Pudur 1,Vellore,Vellore,Tamil Nadu,21.96,Residential,Loamy,Non-Irrigated,42146683,55229407,12.95917,79.10669
1144,290,Nandambakkam 15,Vellore,Vellore,Tamil Nadu,18.79,Industrial,Red Soil,Non-Irrigated,75397418,88491066,12.91675,79.15197
1145,290,Kallikudi 12,Vellore,Vellore,Tamil Nadu,24.52,Agricultural,Red Soil,Irrigated,33823153,37878608,12.89377,79.16058
1146,291,Oragadam 17,Karur,Karur,Tamil Nadu,6.75,Barren,Urban Fill,Irrigated,36825080,49573293,10.99309,78.08273
1147,291,Manapakkam 3,Karur,Karur,Tamil Nadu,17.5,Industrial,Alluvial,Non-Irrigated,39955441,45486256,10.97103,78.12145
1148,291,Madhavaram 12,Karur,Karur,Tamil Nadu,20.9,Barren,Saline,Irrigated,32720830,36488577,10.98795,78.05013
1149,291,Siruseri 10,Karur,Karur,Tamil Nadu,23.23,Forest,Black Cotton,Partly Irrigated,37249754,45267983,10.92601,78.04022
1150,291,Padur 2,Karur,Karur,Tamil Nadu,7.59,Residential,Saline,Partly Irrigated,63216231,77745551,10.99405,78.0421
1151,291,Pudur 18,Karur,Karur,Tamil Nadu,13.87,Coastal,Alluvial,Irrigated,60872268,82103159,10.9227,78.02307
1152,292,Sriperumbudur 14,Karur,Karur,Tamil Nadu,16.11,Forest,Alluvial,Partly Irrigated,17340674,21659195,10.93261,78.12543
1153,292,Karanai 2,Karur,Karur,Tamil Nadu,7.53,Residential,Red Soil,Irrigated,7579087,10034512,10.9886,78.12017
1154,292,Kelambakkam 17,Karur,Karur,Tamil Nadu,16.91,Barren,Sandy,Partly Irrigated,13780327,14772842,10.99952,78.09237
1155,293,Karanai 7,Karur,Karur,Tamil Nadu,20.43,Coastal,Saline,Partly Irrigated,18955310,23356137,11.00902,78.04842
1156,293,Kallikudi 9,Karur,Karur,Tamil Nadu,5.19,Commercial,Red Soil,Partly Irrigated,22169966,29203065,10.92455,78.10673
1157,293,Madhavaram 1,Karur,Karur,Tamil Nadu,23.62,Industrial,Loamy,Non-Irrigated,7667494,8665754,10.98006,78.06465
1158,293,Padur 13,Karur,Karur,Tamil Nadu,5.85,Agricultural,Sandy,Partly Irrigated,7291409,8260948,10.96588,78.07691
1159,294,Oragadam 10,Karur,Karur,Tamil Nadu,17.23,Barren,Loamy,Partly Irrigated,21653395,23837840,10.98179,78.12984
1160,294,Sholinganallur 10,Karur,Karur,Tamil Nadu,4.4,Residential,Urban Fill,Irrigated,9169082,11773185,10.99586,78.02367
1161,295,Ayappan Pattinam 1,Karur,Karur,Tamil Nadu,16.32,Residential,Black Cotton,Partly Irrigated,15771416,19052863,10.93662,78.13186
1162,295,Sholinganallur 8,Karur,Karur,Tamil Nadu,4.69,Barren,Urban Fill,Irrigated,17257540,19462320,10.97962,78.05319
1163,296,Karanai 6,Thanjavur,Thanjavur,Tamil Nadu,7.57,Coastal,Sandy,Non-Irrigated,11887355,14187417,10.76748,79.13701
1164,296,Kelambakkam 6,Thanjavur,Thanjavur,Tamil Nadu,19.07,Industrial,Black Cotton,Irrigated,21061493,23589548,10.82361,79.15809
1165,296,Neelambur 15,Thanjavur,Thanjavur,Tamil Nadu,17.83,Commercial,Urban Fill,Partly Irrigated,13782299,16437002,10.83368,79.14568
1166,296,Pudur 8,Thanjavur,Thanjavur,Tamil Nadu,11.71,Forest,Urban Fill,Irrigated,7458026,9317844,10.75235,79.18995
1167,296,Samayapuram 1,Thanjavur,Thanjavur,Tamil Nadu,12.49,Residential,Urban Fill,Partly Irrigated,23983389,27929344,10.81254,79.11814
1168,296,Thogamalai 16,Thanjavur,Thanjavur,Tamil Nadu,6.21,Coastal,Black Cotton,Partly Irrigated,9094802,11126884,10.75685,79.11211
1169,297,Ayappan Pattinam 11,Thanjavur,Thanjavur,Tamil Nadu,12.58,Residential,Loamy,Non-Irrigated,10465942,11216415,10.83657,79.11026
1170,297,Sriperumbudur 18,Thanjavur,Thanjavur,Tamil Nadu,7.01,Agricultural,Red Soil,Irrigated,11487462,14382113,10.73555,79.10285
1171,297,Pammalur 9,Thanjavur,Thanjavur,Tamil Nadu,24.2,Residential,Black Cotton,Non-Irrigated,9716442,12658789,10.77882,79.13039
1172,297,Ayappan Pattinam 18,Thanjavur,Thanjavur,Tamil Nadu,4.17,Coastal,Alluvial,Partly Irrigated,12523571,16766974,10.80623,79.14785
1173,297,Kelambakkam 12,Thanjavur,Thanjavur,Tamil Nadu,4.47,Commercial,Loamy,Non-Irrigated,12440150,13927410,10.75529,79.17423
1174,298,Nandambakkam 7,Thanjavur,Thanjavur,Tamil Nadu,23.68,Residential,Sandy,Partly Irrigated,37916129,48980655,10.83364,79.09824
1175,298,Kallikudi 16,Thanjavur,Thanjavur,Tamil Nadu,9.82,Coastal,Urban Fill,Irrigated,65816179,71902953,10.74666,79.15747
1176,298,Siruseri 19,Thanjavur,Thanjavur,Tamil Nadu,18.05,Residential,Loamy,Irrigated,24310337,32761327,10.73518,79.08515
1177,298,Siruseri 16,Thanjavur,Thanjavur,Tamil Nadu,16.14,Barren,Saline,Non-Irrigated,73736248,90900159,10.75989,79.17522
1178,298,Karanai 4,Thanjavur,Thanjavur,Tamil Nadu,21.12,Forest,Black Cotton,Partly Irrigated,58386619,73480999,10.74898,79.19534
1179,298,Padur 19,Thanjavur,Thanjavur,Tamil Nadu,8.15,Residential,Sandy,Non-Irrigated,67082690,74214664,10.83987,79.08835
1180,299,Thogamalai 11,Thanjavur,Thanjavur,Tamil Nadu,5.79,Coastal,Black Cotton,Irrigated,14409567,17696041,10.83144,79.15986
1181,299,Ayappan Pattinam 17,Thanjavur,Thanjavur,Tamil Nadu,5.63,Agricultural,Loamy,Irrigated,14729312,17496006,10.80579,79.08441
1182,299,Perungalathur 16,Thanjavur,Thanjavur,Tamil Nadu,8.17,Coastal,Sandy,Partly Irrigated,13823678,14672156,10.80725,79.17852
1183,300,Neelambur 17,Thanjavur,Thanjavur,Tamil Nadu,13.87,Coastal,Urban Fill,Irrigated,12584125,15395372,10.81471,79.08724
1184,300,Nandambakkam 8,Thanjavur,Thanjavur,Tamil Nadu,20.54,Coastal,Urban Fill,Irrigated,8746263,11032507,10.7516,79.1208
1185,300,Perungalathur 15,Thanjavur,Thanjavur,Tamil Nadu,8.05,Barren,Red Soil,Irrigated,7849163,10323846,10.74954,79.14632
1186,301,Karanai 13,Thanjavur,Thanjavur,Tamil Nadu,16.71,Coastal,Saline,Partly Irrigated,16816271,18500038,10.72661,79.15167
1187,301,Thogamalai 5,Thanjavur,Thanjavur,Tamil Nadu,9.0,Barren,Alluvial,Partly Irrigated,9685917,12371852,10.82096,79.14788
1188,301,Nandambakkam 9,Thanjavur,Thanjavur,Tamil Nadu,19.94,Commercial,Saline,Partly Irrigated,12550064,14496110,10.76273,79.10819
1189,301,Sriperumbudur 19,Thanjavur,Thanjavur,Tamil Nadu,21.2,Forest,Alluvial,Non-Irrigated,12179459,14227912,10.77189,79.08616
1190,302,Karanai 4,Thoothukudi,Thoothukudi,Tamil Nadu,8.34,Commercial,Loamy,Irrigated,15892512,19003385,8.73602,78.00242
1191,302,Sriperumbudur 4,Thoothukudi,Thoothukudi,Tamil Nadu,12.61,Residential,Saline,Partly Irrigated,11274844,12719101,8.78884,78.05278
1192,303,Padur 14,Thoothukudi,Thoothukudi,Tamil Nadu,21.33,Industrial,Urban Fill,Non-Irrigated,18130094,19367500,8.77999,78.01545
1193,303,Sholinganallur 11,Thoothukudi,Thoothukudi,Tamil Nadu,16.38,Barren,Loamy,Partly Irrigated,9816872,11707524,8.74177,78.00389
1194,303,Kelambakkam 3,Thoothukudi,Thoothukudi,Tamil Nadu,15.14,Forest,Loamy,Partly Irrigated,13790214,17089102,8.8254,78.06605
1195,303,Karanai 12,Thoothukudi,Thoothukudi,Tamil Nadu,7.88,Residential,Alluvial,Partly Irrigated,13460999,16546799,8.78273,78.02859
1196,304,Kelambakkam 1,Thoothukudi,Thoothukudi,Tamil Nadu,3.07,Commercial,Saline,Non-Irrigated,12980648,14305197,8.71921,78.07925
1197,304,Siruseri 8,Thoothukudi,Thoothukudi,Tamil Nadu,16.6,Commercial,Black Cotton,Irrigated,15167548,20057404,8.7677,78.07061
1198,304,Pudur 4,Thoothukudi,Thoothukudi,Tamil Nadu,19.35,Agricultural,Saline,Irrigated,10893961,11882354,8.79444,78.0648
1199,304,Madhavaram 12,Thoothukudi,Thoothukudi,Tamil Nadu,18.61,Barren,Red Soil,Partly Irrigated,16070165,18409807,8.77266,78.03104
