Area_Sqft,Soil_pH,No_of_Owners,District,Land_Type,Flood_Risk,Water_Availability,Soil_Type,Document_Issue,Owner_Objection,Court_Case,Compensation_Status,FMB,A_Register,Document_Verified,Objection,Ownership_Type,Acquisition_Days,Delay_Status,Land_ID,Taluk,Village,Survey_No,Delay_Risk_Band,latitude,longitude
2114283.33,7.2,20,Coimbatore,Agricultural,No,Yes,Urban Fill,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,408.0,Delayed,ACQ_SYN_009000,Coimbatore,Manapakkam 9,376/1479,High,10.988990143439992,76.9652699543453
2128909.17,7.8,16,Krishnagiri,Coastal,Yes,Yes,Saline,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,432.0,Delayed,ACQ_SYN_007651,Krishnagiri,Perungalathur 19,182/706,High,12.549691641351115,78.1697116756721
1255816.59,6.4,20,Namakkal,Barren,No,No,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,210.0,Delayed,ACQ_SYN_019559,Namakkal,Kallikudi 20,157/610,High,11.207584593614794,78.21112139884747
377162.47,6.4,8,Ranipet,Forest,No,No,Sandy,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_002094,Ranipet,Madhavaram 4,100/380,Low,12.95489021939483,79.3194265672359
1629158.38,8.7,11,Tirunelveli,Coastal,Yes,No,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,140.0,Delayed,ACQ_SYN_007911,Tirunelveli,Neelambur 13,21/90,High,8.76846137148942,77.8151528175088
830893.37,7.4,5,Salem,Barren,No,No,Alluvial,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_000794,Salem,Pudur 9,401/1584,Low,11.689571414231493,78.15956820103291
1858049.37,7.7,14,Cuddalore,Residential,No,No,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,181.0,Delayed,ACQ_SYN_001742,Cuddalore,Ayappan Pattinam 19,364/1427,High,11.715136463560633,79.63178390852866
1329595.54,6.8,9,Coimbatore,Agricultural,Yes,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_016129,Coimbatore,Oragadam 12,216/846,Low,10.989217630276448,76.9562986606206
1039740.86,6.2,14,Cuddalore,Residential,No,No,Red Soil,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,251.0,Delayed,ACQ_SYN_003915,Cuddalore,Pudur 16,384/1515,High,11.761633270792004,79.67757009524047
1485191.79,6.8,17,Kancheepuram,Agricultural,No,Yes,Red Soil,Not Available,Yes,No,Withheld pending court,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_002342,Kancheepuram,Karanai 16,195/758,High,12.78419508014552,79.75168928202545
386209.48,7.4,15,Thanjavur,Barren,Yes,Yes,Loamy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_004142,Thanjavur,Madhavaram 5,416/1650,Low,10.841948096840586,79.11744002035616
582152.73,6.2,10,Cuddalore,Industrial,Yes,Yes,Loamy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_007863,Cuddalore,Madhavaram 15,385/1518,Low,11.772389414782603,79.67590598364784
1874184.07,6.1,7,Erode,Barren,Yes,Yes,Loamy,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,268.0,Delayed,ACQ_SYN_009181,Erode,Kallikudi 7,412/1635,High,11.402758210517272,77.7899918433414
1232375.16,6.8,20,Thanjavur,Coastal,Yes,Yes,Red Soil,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_007991,Thanjavur,Ayappan Pattinam 16,121/466,Low,10.789394515216836,79.16466300039572
903265.93,5.9,5,Salem,Barren,No,Yes,Sandy,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_011665,Salem,Pudur 17,401/1580,Low,11.68828795082482,78.10758838393562
2561777.28,6.3,11,Karur,Industrial,No,No,Loamy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,237.0,Delayed,ACQ_SYN_007023,Karur,Madhavaram 1,293/1157,High,10.978820667870515,78.0918747908211
1423695.14,7.3,16,Chengalpattu,Agricultural,No,No,Black Cotton,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,449.0,Delayed,ACQ_SYN_012363,Chengalpattu,Pammalur 11,471/1869,High,12.685686622251232,79.99660969634779
1543388.28,6.9,18,Karur,Agricultural,No,Yes,Red Soil,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,159.0,Delayed,ACQ_SYN_005352,Karur,Karanai 4,246/962,High,11.01463777497925,78.02766650263253
741628.88,7.7,11,Krishnagiri,Forest,No,No,Alluvial,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,84.0,Delayed,ACQ_SYN_011551,Krishnagiri,Neelambur 10,181/700,Medium,12.52398644940917,78.15619798567381
1247784.12,6.1,15,Chennai,Barren,Yes,Yes,Sandy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002790,Chennai,Neelambur 7,405/1602,Low,13.08719199632916,80.24985023168846
665866.46,6.9,10,Vellore,Commercial,No,Yes,Urban Fill,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_003435,Vellore,Kelambakkam 4,118/452,High,12.884951840727831,79.09602663115614
810870.54,8.9,8,Karur,Residential,No,Yes,Saline,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,105.0,Delayed,ACQ_SYN_017688,Karur,Padur 2,291/1150,Medium,11.000456344701936,78.02850627750949
709026.4,8.3,6,Salem,Barren,No,Yes,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,123.0,Delayed,ACQ_SYN_012972,Salem,Ayappan Pattinam 1,430/1706,High,11.669527951001266,78.08421094029363
932339.7,7.1,19,Tirunelveli,Commercial,No,Yes,Red Soil,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,Joint,322.0,Delayed,ACQ_SYN_017279,Tirunelveli,Neelambur 2,89/348,High,8.749759663973919,77.68046312055192
802386.41,6.5,9,Thoothukudi,Industrial,Yes,Yes,Loamy,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,499.0,Delayed,ACQ_SYN_003692,Thoothukudi,Padur 19,305/1203,High,8.699264667859044,78.0894295158741
1728237.7,8.3,9,Cuddalore,Agricultural,No,No,Saline,Available,Yes,No,Objection enquiry,Yes,Yes,Yes,Yes,Joint,381.0,Delayed,ACQ_SYN_019451,Cuddalore,Manapakkam 11,441/1745,High,11.796631302322314,79.65121047118026
1664827.59,8.2,14,Tiruchirappalli,Commercial,No,Yes,Saline,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_019475,Tiruchirappalli,Pudur 19,213/839,Low,10.792442283597666,78.65555718138157
1452088.67,6.2,9,Vellore,Industrial,No,No,Sandy,Not Available,Yes,No,Withheld pending court,Yes,Yes,Yes,Yes,Joint,282.0,Delayed,ACQ_SYN_002749,Vellore,Kelambakkam 17,203/797,High,12.91934020057851,79.1601034908033
692295.41,7.2,7,Villupuram,Agricultural,No,Yes,Alluvial,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_016039,Villupuram,Padur 9,282/1108,Low,11.955108409920694,79.41715011335926
1905174.98,7.0,8,Karur,Residential,No,No,Alluvial,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_007721,Karur,Neelambur 20,8/31,Low,10.996849042098392,78.04974980363795
2044709.48,6.7,17,Thoothukudi,Agricultural,Yes,Yes,Loamy,Not Available,Yes,No,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_013499,Thoothukudi,Madhavaram 14,56/216,Low,8.7457123584536,78.06001959320871
1169283.61,7.4,8,Cuddalore,Forest,No,Yes,Alluvial,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,116.0,Delayed,ACQ_SYN_014817,Cuddalore,Samayapuram 17,440/1739,Medium,11.732303397166262,79.58084752570339
2524202.88,7.2,15,Tiruchirappalli,Coastal,Yes,Yes,Alluvial,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,228.0,Delayed,ACQ_SYN_004690,Tiruchirappalli,Karanai 17,356/1389,High,10.811100821683384,78.63673602262742
423416.09,5.9,18,Tirunelveli,Industrial,No,No,Sandy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_008687,Tirunelveli,Nandambakkam 20,38/161,Low,8.77279164418816,77.66592458242255
333528.88,7.2,8,Tirunelveli,Industrial,No,No,Red Soil,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_012185,Tirunelveli,Nandambakkam 17,23/98,Low,8.663994988498319,77.74586491591896
1401938.78,8.4,17,Coimbatore,Barren,Yes,Yes,Black Cotton,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,157.0,Delayed,ACQ_SYN_004381,Coimbatore,Neelambur 16,456/1804,High,11.023808416726729,76.94698957844571
748637.79,6.8,18,Chennai,Residential,No,No,Red Soil,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,216.0,Delayed,ACQ_SYN_015559,Chennai,Manapakkam 6,258/1011,High,13.061607257340306,80.21776017270335
543552.82,6.4,11,Krishnagiri,Industrial,No,Yes,Loamy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,224.0,Delayed,ACQ_SYN_016775,Krishnagiri,Samayapuram 19,153/598,High,12.508210946730904,78.28749800038378
2567616.84,8.3,12,Villupuram,Residential,Yes,Yes,Saline,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002464,Villupuram,Kelambakkam 11,285/1125,Low,11.895937637912564,79.55025856290291
392408.21,7.1,15,Tiruchirappalli,Agricultural,Yes,Yes,Urban Fill,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,303.0,Delayed,ACQ_SYN_004100,Tiruchirappalli,Karanai 11,166/646,High,10.75900206214088,78.64282137134568
1900257.05,6.0,16,Coimbatore,Residential,No,Yes,Sandy,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_017967,Coimbatore,Sholinganallur 19,457/1810,Low,11.046344771542394,76.91035090263453
1809793.13,8.9,14,Tiruchirappalli,Commercial,No,Yes,Saline,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_004765,Tiruchirappalli,Pudur 19,213/839,Low,10.793059569583004,78.67508507974661
2254749.0,8.3,18,Tiruvallur,Barren,No,No,Black Cotton,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_019257,Tiruvallur,Padur 10,133/518,Low,13.14420122491327,79.94272457151861
1840897.56,8.7,9,Namakkal,Forest,Yes,Yes,Saline,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,160.0,Delayed,ACQ_SYN_017906,Namakkal,Kelambakkam 6,162/633,High,11.185293892376352,78.22239119172733
868463.72,6.2,14,Tiruvallur,Industrial,Yes,Yes,Sandy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,139.0,Delayed,ACQ_SYN_012432,Tiruvallur,Samayapuram 6,76/299,High,13.178872554100565,79.89556042649744
1968725.16,8.8,17,Vellore,Residential,No,Yes,Saline,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_015143,Vellore,Karanai 17,64/251,Low,12.952378221436405,79.11084144959341
1685580.92,7.3,8,Tirunelveli,Coastal,Yes,Yes,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_008824,Tirunelveli,Ayappan Pattinam 9,23/101,Low,8.649250045690993,77.73332053447537
1096630.32,7.9,10,Thanjavur,Coastal,Yes,No,Alluvial,Not Available,No,No,Verification completed,No,Yes,No,No,Joint,139.0,Delayed,ACQ_SYN_000958,Thanjavur,Samayapuram 4,310/1218,High,10.768081396694354,79.1132801434786
1464055.68,7.0,18,Ranipet,Agricultural,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,188.0,Delayed,ACQ_SYN_002466,Ranipet,Madhavaram 11,99/376,High,12.903396689924962,79.36576510867691
1798527.29,6.4,14,Tiruchirappalli,Forest,No,Yes,Loamy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_014364,Tiruchirappalli,Neelambur 14,213/838,Low,10.78100328064087,78.61345946640647
754178.6,6.4,14,Cuddalore,Residential,No,No,Sandy,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010772,Cuddalore,Samayapuram 16,380/1496,Low,11.795977171634494,79.65012357603825
781509.56,7.0,17,Tiruchirappalli,Agricultural,Yes,Yes,Alluvial,Not Available,Yes,Yes,Withheld pending court,No,Yes,No,Yes,Joint,335.0,Delayed,ACQ_SYN_010673,Tiruchirappalli,Nandambakkam 16,164/637,High,10.837811317557136,78.77375042206897
933735.31,7.9,17,Vellore,Agricultural,No,Yes,Black Cotton,Not Available,No,No,To be paid,No,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_012728,Vellore,Kelambakkam 7,64/248,Low,12.914841896087609,79.15555269825501
2270444.95,6.3,11,Karur,Coastal,Yes,No,Sandy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,24.0,No Delay,ACQ_SYN_019975,Karur,Manapakkam 16,249/976,Low,10.918222165285568,78.04476133488991
2082279.77,6.0,7,Villupuram,Forest,Yes,Yes,Sandy,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_016043,Villupuram,Thogamalai 13,282/1113,Low,11.888249729333644,79.43338060126632
939284.62,5.8,18,Coimbatore,Agricultural,Yes,Yes,Sandy,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,145.0,Delayed,ACQ_SYN_003743,Coimbatore,Thogamalai 4,455/1802,High,10.975929113844272,76.98563750672739
1655415.91,6.3,12,Karur,Forest,Yes,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,364.0,Delayed,ACQ_SYN_004394,Karur,Karanai 9,30/130,High,10.917281722374844,78.12945203437086
2566399.64,6.4,11,Tiruchirappalli,Agricultural,No,Yes,Sandy,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,199.0,Delayed,ACQ_SYN_018047,Tiruchirappalli,Samayapuram 14,212/833,High,10.745082144468004,78.68286148912598
1777323.5,7.0,7,Tiruchirappalli,Residential,No,Yes,Red Soil,Available,No,No,To be paid,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_000502,Tiruchirappalli,Sholinganallur 5,319/1252,Low,10.82696095254446,78.72261589020883
1252560.47,7.1,13,Thanjavur,Coastal,Yes,Yes,Alluvial,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_004067,Thanjavur,Madhavaram 6,414/1640,Low,10.839894289118927,79.17926193677592
990553.66,7.6,8,Thoothukudi,Industrial,No,No,Black Cotton,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,0.0,No Delay,ACQ_SYN_013509,Thoothukudi,Karanai 9,235/922,Low,8.805995096390706,78.06359712345478
2067269.22,7.0,6,Cuddalore,Forest,No,No,Urban Fill,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,139.0,Delayed,ACQ_SYN_005239,Cuddalore,Manapakkam 16,443/1754,High,11.80691237195473,79.6537228920363
1283685.92,7.6,15,Tiruchirappalli,Commercial,Yes,Yes,Alluvial,Not Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,2.0,No Delay,ACQ_SYN_009510,Tiruchirappalli,Thogamalai 9,450/1774,Low,10.739941581221824,78.62057503667509
999252.98,5.9,13,Madurai,Industrial,No,No,Sandy,Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_007444,Madurai,Perungalathur 6,252/989,Low,9.900065303979945,78.1190495031093
1202532.89,8.9,11,Coimbatore,Industrial,Yes,Yes,Saline,Not Available,Yes,No,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_001134,Coimbatore,Ayappan Pattinam 11,373/1465,Low,10.965255534033547,76.91605167852816
1999869.69,7.7,12,Erode,Commercial,No,No,Black Cotton,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,294.0,Delayed,ACQ_SYN_019481,Erode,Pammalur 5,142/555,High,11.384830650742709,77.74663563928407
1696112.54,8.5,20,Tiruchirappalli,Agricultural,No,Yes,Saline,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010281,Tiruchirappalli,Sholinganallur 1,351/1369,Low,10.75678910112862,78.77702766638131
829320.11,7.1,5,Namakkal,Forest,Yes,Yes,Urban Fill,Not Available,Yes,No,Objection enquiry,No,Yes,No,Yes,Joint,231.0,Delayed,ACQ_SYN_012989,Namakkal,Manapakkam 11,160/624,High,11.244874090250477,78.16379923528888
1804089.55,7.1,11,Chengalpattu,Industrial,No,No,Urban Fill,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,100.0,Delayed,ACQ_SYN_011083,Chengalpattu,Samayapuram 7,325/1274,Medium,12.721105163720008,80.05799487578254
2359991.28,6.1,11,Ranipet,Barren,Yes,Yes,Sandy,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_002523,Ranipet,Manapakkam 8,106/403,Low,12.906797188838487,79.28754862795988
1742505.83,6.7,18,Ranipet,Agricultural,No,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,188.0,Delayed,ACQ_SYN_015505,Ranipet,Ayappan Pattinam 19,99/375,High,12.945187415715443,79.35531693145978
1492962.29,6.3,10,Vellore,Coastal,Yes,No,Sandy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_004706,Vellore,Pammalur 18,118/451,High,12.944533769684954,79.15136225296199
501631.8,8.4,19,Thanjavur,Industrial,Yes,Yes,Saline,Not Available,Yes,Yes,Withheld pending court,Yes,Yes,No,Yes,Joint,160.0,Delayed,ACQ_SYN_004944,Thanjavur,Ayappan Pattinam 4,418/1659,High,10.753155524781356,79.1586789501904
1239733.08,8.4,11,Krishnagiri,Residential,Yes,Yes,Saline,Not Available,Yes,Yes,Verification completed,Yes,Yes,No,Yes,Joint,127.0,Delayed,ACQ_SYN_011114,Krishnagiri,Ayappan Pattinam 5,150/581,High,12.524584008780389,78.20626757650574
2735562.05,8.7,11,Tiruvallur,Barren,No,Yes,Black Cotton,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,Joint,195.0,Delayed,ACQ_SYN_000847,Tiruvallur,Siruseri 1,77/300,High,13.185094053997286,79.89248462021285
1666025.25,7.3,14,Chennai,Residential,Yes,Yes,Red Soil,Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_010044,Chennai,Siruseri 1,406/1612,Low,13.073916939770474,80.23298578027138
1829113.89,8.9,19,Chennai,Coastal,Yes,Yes,Saline,Not Available,Yes,Yes,Verification pending,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_005733,Chennai,Neelambur 6,407/1618,Low,13.073728456655562,80.25434546339439
1556187.01,7.1,8,Karur,Forest,No,Yes,Red Soil,Not Available,Yes,Yes,To be paid,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_001652,Karur,Karanai 12,8/35,Low,10.950015190486424,78.10531461956496
2349810.72,8.5,5,Tiruchirappalli,Commercial,No,Yes,Saline,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_010193,Tiruchirappalli,Perungalathur 9,7/29,Low,10.836425633651915,78.70269012381044
2667408.09,7.9,15,Erode,Barren,Yes,Yes,Black Cotton,Not Available,Yes,Yes,To be paid,Yes,Yes,Yes,Yes,Joint,393.0,Delayed,ACQ_SYN_014846,Erode,Neelambur 4,140/543,High,11.383389929844776,77.69997765581073
1042753.35,8.1,7,Villupuram,Industrial,No,Yes,Black Cotton,Not Available,Yes,No,To be paid,Yes,Yes,Yes,Yes,Joint,149.0,Delayed,ACQ_SYN_008404,Villupuram,Pudur 10,392/1548,High,11.925414709165317,79.5781590683691
1362451.51,7.5,11,Krishnagiri,Coastal,Yes,Yes,Black Cotton,Not Available,Yes,No,To be paid,Yes,Yes,No,Yes,Joint,84.0,Delayed,ACQ_SYN_000053,Krishnagiri,Sriperumbudur 17,181/699,Medium,12.539466450503594,78.18626824018241
2078856.93,8.0,16,Cuddalore,Barren,Yes,Yes,Black Cotton,Available,Yes,Yes,Withheld pending court,Yes,Yes,Yes,Yes,Joint,369.0,Delayed,ACQ_SYN_000484,Cuddalore,Sholinganallur 5,387/1530,High,11.740910715898542,79.60285675259834
1901715.09,7.3,8,Karur,Industrial,No,No,Alluvial,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,105.0,Delayed,ACQ_SYN_012650,Karur,Manapakkam 3,291/1147,Medium,10.974188319692448,78.1150453320931
1572585.96,8.9,13,Kancheepuram,Coastal,Yes,Yes,Saline,Not Available,Yes,No,Verification completed,Yes,Yes,No,Yes,Joint,130.0,Delayed,ACQ_SYN_017732,Kancheepuram,Karanai 5,230/908,High,12.79445244677309,79.7411402597196
1048289.57,6.5,20,Kancheepuram,Forest,No,No,Loamy,Available,Yes,No,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_018228,Kancheepuram,Neelambur 16,231/911,Low,12.807321752564077,79.71447877243293
2252565.13,7.0,5,Tiruchirappalli,Coastal,Yes,Yes,Urban Fill,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_014812,Tiruchirappalli,Madhavaram 19,7/27,Low,10.75652989746358,78.68955761855801
1168451.95,7.0,7,Tiruchirappalli,Coastal,Yes,No,Loamy,Available,No,No,To be paid,Yes,Yes,Yes,No,Joint,0.0,No Delay,ACQ_SYN_019431,Tiruchirappalli,Pudur 11,319/1250,Low,10.770632987051169,78.69351105132324
1845615.65,7.7,9,Tiruvallur,Coastal,Yes,Yes,Alluvial,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,141.0,Delayed,ACQ_SYN_013880,Tiruvallur,Pudur 3,134/520,High,13.160297113913268,79.81519181507636
593142.36,6.4,14,Coimbatore,Barren,Yes,Yes,Loamy,Not Available,No,No,Verification completed,Yes,Yes,No,No,Joint,147.0,Delayed,ACQ_SYN_004452,Coimbatore,Oragadam 9,125/487,High,10.98472117303178,76.99361544672796
2652718.5,6.0,17,Erode,Coastal,Yes,Yes,Sandy,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002845,Erode,Padur 12,223/877,Low,11.338537561902646,77.71437658810946
2034804.07,6.6,16,Salem,Commercial,No,Yes,Loamy,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,Yes,Yes,Joint,67.0,Delayed,ACQ_SYN_000553,Salem,Kelambakkam 5,402/1590,Medium,11.650354983813475,78.1762604461061
1608043.85,6.6,16,Kancheepuram,Commercial,Yes,Yes,Loamy,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,156.0,Delayed,ACQ_SYN_012124,Kancheepuram,Madhavaram 15,198/774,High,12.888151409846518,79.72856459214982
2539513.72,8.4,12,Thoothukudi,Barren,No,No,Saline,Available,Yes,No,Verification completed,Yes,Yes,Yes,Yes,Joint,193.0,Delayed,ACQ_SYN_011341,Thoothukudi,Perungalathur 17,470/1861,High,8.805317888517356,78.06965527962163
1765431.06,6.9,14,Thanjavur,Commercial,No,No,Loamy,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,23.0,No Delay,ACQ_SYN_010568,Thanjavur,Ayappan Pattinam 16,187/727,Low,10.776969749957535,79.19272307264367
1395042.57,6.4,9,Thanjavur,Residential,No,No,Loamy,Not Available,Yes,Yes,Verification completed,No,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_013263,Thanjavur,Ayappan Pattinam 11,297/1169,Low,10.834241459461474,79.11530389924074
479534.35,6.5,8,Chennai,Industrial,Yes,Yes,Sandy,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,0.0,No Delay,ACQ_SYN_002600,Chennai,Perungalathur 9,192/747,Low,13.086978440931334,80.27216240891163
2683223.18,7.9,17,Chengalpattu,Coastal,Yes,No,Black Cotton,Not Available,Yes,Yes,Objection enquiry,Yes,Yes,No,Yes,Joint,136.0,Delayed,ACQ_SYN_014261,Chengalpattu,Thogamalai 5,472/1871,High,12.677976975839078,80.00287383111376
2343707.76,7.4,18,Thoothukudi,Forest,No,No,Alluvial,Available,Yes,Yes,Verification pending,Yes,Yes,Yes,Yes,Joint,160.0,Delayed,ACQ_SYN_002177,Thoothukudi,Padur 19,52/202,High,8.70936440496066,78.0797304782647
921081.42,6.5,19,Tirunelveli,Commercial,No,Yes,Red Soil,Not Available,Yes,No,Objection enquiry,Yes,Yes,No,Yes,Joint,322.0,Delayed,ACQ_SYN_003668,Tirunelveli,Neelambur 2,89/348,High,8.750241654282865,77.7169177413574
2159005.14,7.4,12,Erode,Industrial,Yes,Yes,Alluvial,Available,No,No,Verification pending,Yes,Yes,Yes,No,Joint,294.0,Delayed,ACQ_SYN_000855,Erode,Neelambur 14,142/553,High,11.32292398912955,77.74248089314257
492908.0,8.7,17,Karur,Residential,No,No,Saline,Available,Yes,Yes,Verification completed,Yes,Yes,Yes,Yes,Joint,109.0,Delayed,ACQ_SYN_001399,Karur,Kelambakkam 5,12/48,Medium,10.927341201703536,78.08767754541982
1910786.53,7.0,15,Tiruchirappalli,Barren,No,Yes,Urban Fill,Not Available,Yes,Yes,Verification pending,Yes,Yes,No,Yes,Joint,0.0,No Delay,ACQ_SYN_006926,Tiruchirappalli,Pammalur 13,4/13,Low,10.824875453229945,78.63540565327536
358473.1,8.4,18,Kancheepuram,Agricultural,No,Yes,Black Cotton,Not Available,Yes,Yes,To be paid,Yes,Yes,No,Yes,Joint,143.0,Delayed,ACQ_SYN_018366,Kancheepuram,Padur 4,197/770,High,12.79135370758628,79.70425867883036
952594.5,7.1,16,Tirunelveli,Residential,No,Yes,Red Soil,Not Available,Yes,Yes,Objection enquiry,No,Yes,No,Yes,Joint,264.0,Delayed,ACQ_SYN_000023,Tirunelveli,Nandambakkam 4,90/351,High,8.6587458289034,77.7409235729112
