Area (sq.ft),Soil pH,No. of Owners,No. of Objections,Valuation Gap (%),Land Use,Ownership,Flood Risk,Water Availability,Soil Type,Title Dispute,Court Case,Document Status,Acquisition Notice,Compensation Status,Road Access,Delay Days,Land ID,District,Taluk,Village
15528.121341601875,7.500644405026792,4,7,24.99897075478261,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,156.546809950838,REC0218,nan,nan,nan
11495.739461893934,7.725241587622604,5,5,5.2734286506778085,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,91.79728864897996,REC0219,nan,nan,nan
9915.496132840199,8.096808397014541,4,2,13.41901147709406,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,80.49530988734803,REC0220,nan,nan,nan
4673.488619212714,7.5595336671803155,3,6,7.716729418001236,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,124.33195058739066,REC0221,nan,nan,nan
10993.47481491109,8.188145380234907,5,5,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,68.76179600896867,REC0222,nan,nan,nan
15849.284226791759,6.054141760790286,4,2,10.488016466944519,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,120.40074404140509,REC0223,nan,nan,nan
16270.066382446386,7.586298880676187,4,5,44.40816438638031,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,129.6915302653351,REC0224,nan,nan,nan
12395.872204173727,5.644212996844185,4,1,0.7414583254039897,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,48.92427352148136,REC0225,nan,nan,nan
10373.539668226487,7.425064866614518,5,2,21.624778396908155,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,85.28965526324242,REC0226,nan,nan,nan
22928.754204357083,6.434767647714548,5,0,8.619754770963354,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,77.8094941185446,REC0227,nan,nan,nan
20039.285715111186,5.86786211118485,5,3,11.252236894349586,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,82.37955112577686,REC0228,nan,nan,nan
18405.17669101452,7.114553839351403,5,7,34.63504934394658,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,158.67859487412727,REC0229,nan,nan,nan
18472.76393980845,6.471161110841545,3,2,37.759400600612445,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,400.0,REC0230,nan,nan,nan
16741.702004486073,7.640707048633286,5,6,33.339933130255446,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,189.66530686890277,REC0231,nan,nan,nan
32940.16977985198,6.848530646935096,2,5,5.836496179213862,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,139.46191212645078,REC0232,nan,nan,nan
28945.744627324377,6.682382543397607,5,1,6.8724735193268565,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,28.741825848610993,REC0233,nan,nan,nan
14723.452202838402,6.455330256389123,5,6,33.48706706478891,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,220.4404200205989,REC0234,nan,nan,nan
26376.630517754747,6.16535033621032,4,0,9.310407672908763,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,92.08399441765448,REC0235,nan,nan,nan
17162.957040771704,6.161089696175294,4,3,12.125276550754323,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,80.27777538094452,REC0236,nan,nan,nan
1899.4327629730792,7.620075165264341,3,3,18.818490751714815,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,236.2534225668027,REC0237,nan,nan,nan
17929.219203222645,5.048815377061377,3,2,17.97919327609887,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,45.010167379249694,REC0238,nan,nan,nan
22679.2608539472,6.89302988674489,2,7,5.120998098979315,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,115.53547977122592,REC0239,nan,nan,nan
19804.162907117792,7.981628144439181,4,2,18.2882021046058,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,340.280386175685,REC0240,nan,nan,nan
4587.889581697022,6.752760610329973,5,6,9.267408134109502,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,156.27064315592227,REC0241,nan,nan,nan
18766.04227542358,7.08428113150712,1,6,0.0,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,172.76440142395467,REC0242,nan,nan,nan
24315.705739067787,7.2666017157814276,5,1,11.099996107663705,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,313.0421891234445,REC0243,nan,nan,nan
17092.42072631185,8.221186206220683,6,2,24.181129198650098,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,52.864283785441216,REC0244,nan,nan,nan
15052.00194707015,6.057124068988124,4,2,11.196229179561271,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,59.266585902395256,REC0245,nan,nan,nan
23976.403294248736,6.268631008678682,2,6,26.46466911748646,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,181.46248933514522,REC0246,nan,nan,nan
17603.681376218206,5.636603370210228,1,5,29.3827180204076,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,206.5162196805504,REC0247,nan,nan,nan
30868.07640021491,8.657848442286992,4,1,20.289440052165897,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,325.2768902438977,REC0248,nan,nan,nan
24936.93452552326,7.02833891947414,5,1,0.366423040268959,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,40.179899740235356,REC0249,nan,nan,nan
29012.37587469629,6.298053041116407,1,7,29.57965151139799,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,271.9527747575664,REC0250,nan,nan,nan
25420.5435957381,5.812435319530493,4,3,14.609325738886163,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,118.88163526101998,REC0251,nan,nan,nan
2185.1910285116373,7.6871363688649605,2,3,14.948300133274454,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,309.6521936916192,REC0252,nan,nan,nan
2628.4508928482505,6.580037269037304,4,4,7.101567374287194,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,147.30519640661606,REC0253,nan,nan,nan
29096.29576273258,6.598589320054831,3,7,29.797952628750366,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,262.3645201414963,REC0254,nan,nan,nan
31434.34282627435,7.6184186258602296,6,2,18.82267244516631,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,273.2898407753352,REC0255,nan,nan,nan
26338.054484883236,8.187369425054214,4,3,23.1301695495534,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,263.2769669596967,REC0256,nan,nan,nan
22702.45043519538,5.774370428181909,4,2,36.24378886205253,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,264.24742450931706,REC0257,nan,nan,nan
4400.550201989903,6.8252529568110685,3,6,16.386968170850174,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,121.86684459350016,REC0258,nan,nan,nan
2279.843482649693,8.358695268418463,2,3,16.08750078674869,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,REC0259,nan,nan,nan
25963.1108943244,6.554759222525798,5,1,9.979652424757827,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,73.06171163493194,REC0260,nan,nan,nan
20597.359494689157,6.276772055031267,4,1,10.956026552572142,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,81.29091474560674,REC0261,nan,nan,nan
29485.99725543083,6.968919552422864,4,4,36.30468661781492,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,321.6941247707002,REC0262,nan,nan,nan
18419.33740690807,6.498647084883595,3,0,6.140110935129384,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,101.13436175333231,REC0263,nan,nan,nan
20720.181748042738,6.717159178895855,5,4,33.9065710893071,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,293.587401791709,REC0264,nan,nan,nan
18198.69866663124,6.396397858534336,2,7,23.64535934921096,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,177.99053028539302,REC0265,nan,nan,nan
18895.067428137845,7.6093610254626425,5,2,16.582756083867032,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,255.8921312984788,REC0266,nan,nan,nan
13823.747350387814,8.43625219542095,6,4,16.802958388284207,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,78.12727442304295,REC0267,nan,nan,nan
20928.131945222474,6.856791701983598,1,5,12.628898959408424,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,131.50800835261884,REC0268,nan,nan,nan
19376.036434073638,6.10233649654414,6,3,10.473879328745644,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,115.73636862589234,REC0269,nan,nan,nan
3531.007170539338,7.065737032466648,3,6,9.453712818760865,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,153.55410657236058,REC0270,nan,nan,nan
4133.49229592942,6.882616684544682,4,6,11.298529775074938,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,200.64926826436783,REC0271,nan,nan,nan
2846.9448084841006,7.414081999474891,3,2,9.864317989068795,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,378.55036087064013,REC0272,nan,nan,nan
14769.067760399132,7.795975263922557,4,5,32.046197698327255,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,130.39633666587977,REC0273,nan,nan,nan
16688.409840621607,5.7628586261241335,5,0,14.52926340272282,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,76.10739747575191,REC0274,nan,nan,nan
32855.87097496447,6.99898306159718,5,0,0.0,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,28.352896946383122,REC0275,nan,nan,nan
13750.496377039583,8.198510391849462,5,2,11.918534559039461,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,57.45106320580935,REC0276,nan,nan,nan
22389.23675701813,6.093915577515907,5,2,12.61398732046624,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,113.73061365977536,REC0277,nan,nan,nan
22365.51219891711,7.4455562796213535,5,7,29.876982958924106,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,138.3894368644269,REC0278,nan,nan,nan
25010.192257027207,7.049615832320917,1,7,0.7843320517954628,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,119.03328047777639,REC0279,nan,nan,nan
19123.630499575152,6.220373950750801,3,0,10.478026216571728,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,80.17604231799857,REC0280,nan,nan,nan
23715.32291582257,6.385537031430747,4,5,31.42412805057388,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,324.6006953464303,REC0281,nan,nan,nan
26247.231616719473,5.375097194110827,5,3,10.058079363678083,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,116.31221837577277,REC0282,nan,nan,nan
18448.703747833373,8.048883472993166,5,2,20.086407902461293,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,251.21503710293035,REC0283,nan,nan,nan
23227.694807327687,6.494443924792435,2,7,35.043776930925695,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,182.88834532626868,REC0284,nan,nan,nan
27370.15967731677,5.920920593818985,3,7,23.695500884995752,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,194.6053196615695,REC0285,nan,nan,nan
20761.41212294688,6.168512553199949,3,6,23.8167058767405,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,198.58581248762655,REC0286,nan,nan,nan
3204.9712063331963,7.218652731908752,4,4,5.378287402958994,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,214.55836323313872,REC0287,nan,nan,nan
18421.633003196235,5.787225923419535,4,3,7.356947573702363,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,79.72245744679782,REC0288,nan,nan,nan
19002.040509716422,6.082388061238781,5,1,1.917124462722125,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,103.41553632881475,REC0289,nan,nan,nan
11488.99614301507,7.909556050808563,5,4,15.810297795314373,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,70.89009301556212,REC0290,nan,nan,nan
21865.832296697954,6.834019261420099,5,1,2.9353061594820598,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,37.233339714101646,REC0291,nan,nan,nan
12474.89870287902,5.708827072675492,4,2,2.929063144784985,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,46.283941497352366,REC0292,nan,nan,nan
20430.16139877253,6.765060748807932,4,6,32.403169003615616,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,305.43329778052987,REC0293,nan,nan,nan
2593.1767441339075,8.082829740367583,2,1,14.722360774982848,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,325.92458081156644,REC0294,nan,nan,nan
27988.743744412455,6.681126841759307,2,5,3.2626920948979596,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,126.22969402122992,REC0295,nan,nan,nan
25256.046037297954,6.673330461479566,6,3,10.72532566898541,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,75.10860704825932,REC0296,nan,nan,nan
2269.903464527662,7.706293367503239,3,2,19.540395525995326,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,388.6199686299225,REC0297,nan,nan,nan
3606.7085681519848,7.684859722287676,3,1,15.738129375077584,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,281.4362133232585,REC0298,nan,nan,nan
26145.059950178966,6.7596388121644315,4,6,24.115066803369622,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,249.91157030418336,REC0299,nan,nan,nan
9627.517948449897,8.273220773255774,6,3,18.809273870212316,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,61.16548684889885,REC0300,nan,nan,nan
24896.836763261635,5.896710631863397,6,4,34.8753107594617,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,324.6407969014204,REC0301,nan,nan,nan
16090.2009985395,7.550769035518399,5,7,32.914810553312684,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,176.44395491942572,REC0302,nan,nan,nan
29492.817578000144,8.392145721515192,6,1,15.981090694377261,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,305.065440079554,REC0303,nan,nan,nan
31768.3748721158,6.175767644690689,5,0,0.0,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,31.053473827834573,REC0304,nan,nan,nan
23442.12810204693,6.146403449295833,2,7,22.466986520143983,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,185.7196720272025,REC0305,nan,nan,nan
23357.105539699245,6.484311005543051,4,5,25.164114547072764,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,313.1190684698004,REC0306,nan,nan,nan
17706.84828979081,5.73858647774738,5,1,8.499322231378471,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,69.30778443237134,REC0307,nan,nan,nan
13708.900999497999,8.457416892087425,4,2,16.11983714186724,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,90.6739335770093,REC0308,nan,nan,nan
30506.718424016657,8.07320387918978,4,2,17.67561725934041,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,234.2907290829534,REC0309,nan,nan,nan
30206.39827009861,7.615484732824563,4,2,18.82262518996401,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,318.6034272900785,REC0310,nan,nan,nan
11348.566529818423,7.792376961666628,4,2,21.142104061400758,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,54.251322077834324,REC0311,nan,nan,nan
13865.264702752576,5.5385051391415265,5,1,13.29302248928099,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,81.09369424655767,REC0312,nan,nan,nan
25916.64158447316,6.153425011458563,1,6,22.34061253028621,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,181.67251746266834,REC0313,nan,nan,nan
25076.14389435851,6.160269550542576,5,2,21.31142702431434,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,253.57348515488704,REC0314,nan,nan,nan
3233.1289151192764,7.842425842002163,4,2,18.18413058394014,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,325.27449657590125,REC0315,nan,nan,nan
21470.47155552159,6.277942357041653,1,5,24.180232499865017,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,259.96426157821145,REC0316,nan,nan,nan
2984.6765974834398,7.766049477081331,3,1,17.632983551388467,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,400.0,REC0317,nan,nan,nan
23246.64483133954,7.0818873468326125,4,0,8.236576430368793,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,23.934057719885747,REC0318,nan,nan,nan
26128.963668649954,6.538206428492726,4,1,6.297348922493917,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,103.76626887453082,REC0319,nan,nan,nan
26282.667634080954,6.211256969701879,2,7,24.845837429579078,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,221.90723720747403,REC0320,nan,nan,nan
14884.552841604514,5.974387216196054,5,1,13.052222442303608,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,75.38835442442335,REC0321,nan,nan,nan
12964.699476124453,5.583410045679955,5,1,16.53291577095127,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,57.479729750952885,REC0322,nan,nan,nan
17266.280333765964,7.92690108858674,6,4,12.541262901349327,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,61.418032969771495,REC0323,nan,nan,nan
27657.11240507938,6.114316034222591,3,2,27.171806258224805,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,309.360765781632,REC0324,nan,nan,nan
27641.232402238857,7.580293261169777,1,5,1.3520956366364445,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,149.56065375477226,REC0325,nan,nan,nan
21991.649354735626,6.0109752469233,5,1,5.7405636355079315,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,93.59668684351634,REC0326,nan,nan,nan
18105.713748007558,5.924673938774746,1,7,22.743077745178024,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,253.21940943325873,REC0327,nan,nan,nan
21811.499225185526,6.711827527438292,1,6,26.484579353680562,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,217.92417319765636,REC0328,nan,nan,nan
21547.660157927032,7.038706579042008,5,4,33.47719519243868,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,263.06201763728455,REC0329,nan,nan,nan
17873.39986989522,8.306328339479961,5,3,20.545849057460657,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,71.80559498387915,REC0330,nan,nan,nan
18283.921361932407,5.702499330325327,3,0,7.369211991542281,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,101.05446274376715,REC0331,nan,nan,nan
17826.448857820673,5.6022905669778815,3,2,13.25963797726123,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,80.93732933496437,REC0332,nan,nan,nan
24093.780092535097,6.332736381490913,1,6,22.95175535815999,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,253.11709707306025,REC0333,nan,nan,nan
12655.934921134092,5.843110538167938,5,2,14.198467632987809,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,77.42963934980712,REC0334,nan,nan,nan
16462.681175071535,6.682141153597056,6,5,33.85088471595966,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,279.1581807496846,REC0335,nan,nan,nan
18034.99956239581,7.879791652897335,4,6,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,100.92653307633996,REC0336,nan,nan,nan
20542.557358688602,8.293367523595194,6,3,20.36897196833879,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,256.3935231798825,REC0337,nan,nan,nan
33882.43991409075,7.837167022731612,6,3,20.736360255717276,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,229.1532279153598,REC0338,nan,nan,nan
25337.994351002784,6.47359849014455,3,2,31.09792463589972,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,334.52781000724684,REC0339,nan,nan,nan
16268.893919776037,7.829792344886196,5,2,15.054927567637629,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,60.17882212528401,REC0340,nan,nan,nan
3575.7884539062834,6.488681447679585,5,4,3.408470913967281,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,120.44521955832197,REC0341,nan,nan,nan
17705.719781907486,6.407537183765146,4,5,31.50331046124139,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,196.56550596190698,REC0342,nan,nan,nan
23765.1363063701,6.149404473979865,3,0,7.966884351270485,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,92.56276269720144,REC0343,nan,nan,nan
23657.92220909837,5.974616813269129,4,2,35.120494199205126,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,400.0,REC0344,nan,nan,nan
20086.833105988408,7.103557185420009,1,6,2.1778493531994694,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,110.10435238977635,REC0345,nan,nan,nan
22327.6449781113,6.4151421780027915,4,5,27.67763626936914,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,265.0525511444196,REC0346,nan,nan,nan
25207.354652535992,8.527598683041091,4,3,20.624273357781,Agricultural,Individual,Low,High,Alluvial,Yes,Yes,Incomplete,Issued,Under Review,Good,242.4131139729938,REC0347,nan,nan,nan
29167.378372082367,6.930434229195015,1,6,2.3336808398832076,Agricultural,Individual,Low,Medium,Sandy Loam,No,No,Partial,Issued,Paid,Poor,142.8764903776143,REC0348,nan,nan,nan
31594.112194178164,7.062857467343279,6,0,0.0,Agricultural,Individual,High,High,Sandy Loam,No,No,Complete,Issued,Approved,Good,32.92335080926952,REC0349,nan,nan,nan
11268.386839901346,7.520075939777446,6,5,0.0,Agricultural,Individual,Medium,Medium,Sandy Loam,No,No,Complete,Issued,Under Review,Moderate,78.71372988891913,REC0350,nan,nan,nan
18761.742116294237,5.533628278307866,3,2,17.01468471877611,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,45.48586083232694,REC0351,nan,nan,nan
19795.736580576413,5.351726413083979,4,1,14.736611652432353,Agricultural,Individual,Low,High,Red Soil,No,No,Complete,Issued,Negotiation,Good,82.05574038668199,REC0352,nan,nan,nan
25877.98633971583,6.352946212332836,6,3,0.0,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Moderate,105.7613983950553,REC0353,nan,nan,nan
15018.504984020856,7.915185292333162,5,3,13.413566373737797,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,84.64578917953708,REC0354,nan,nan,nan
23266.416207122522,6.023548640835408,4,5,32.72448950478855,Agricultural,Individual,Medium,High,Black Soil,No,No,Complete,Issued,Negotiation,Moderate,236.0293979583637,REC0355,nan,nan,nan
29171.6205421434,5.894832697669508,1,6,28.66213904881419,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Complete,Issued,Not Started,Moderate,182.1527584153548,REC0356,nan,nan,nan
18067.63443448362,8.488052990537811,5,2,23.02114552342507,Agricultural,Individual,Medium,Low,Red Soil,No,No,Complete,Issued,Under Review,Good,68.59210322162984,REC0357,nan,nan,nan
27821.755451420042,5.996817744797217,4,0,0.0,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,74.36206727751485,REC0358,nan,nan,nan
3757.411970552972,7.686097058745548,4,2,13.239195659662398,Agricultural,Individual,High,Low,Sandy Loam,Yes,No,Complete,Issued,Negotiation,Good,298.267717654308,REC0359,nan,nan,nan
17542.485312459823,6.900288930477046,5,4,31.22685504497666,Agricultural,Individual,Low,Low,Black Soil,No,No,Partial,Issued,Under Review,Poor,318.96395678209063,REC0360,nan,nan,nan
3758.2257958753025,6.792641326126097,5,4,2.986517070494849,Agricultural,Individual,Medium,High,Black Soil,No,No,Incomplete,Issued,Under Review,Moderate,184.29057139737853,REC0361,nan,nan,nan
13750.217408350323,7.849296197814574,6,6,31.645531864645314,Agricultural,Individual,Medium,Medium,Clay Loam,No,No,Complete,Issued,Under Review,Poor,119.5337261260327,REC0362,nan,nan,nan
15736.562439109237,6.271516512451228,5,0,3.8477083326902095,Agricultural,Individual,Low,Medium,Clay Loam,No,No,Incomplete,Not Issued,Paid,Poor,82.52926689810566,REC0363,nan,nan,nan
